0.00000e+000	1.00000e-001	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
0.00000e+000	3.00000e-001	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
0.00000e+000	5.00000e-001	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
0.00000e+000	7.00000e-001	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
0.00000e+000	9.00000e-001	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
0.00000e+000	1.10000e+000	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
0.00000e+000	1.30000e+000	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
0.00000e+000	1.50000e+000	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
0.00000e+000	1.70000e+000	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
0.00000e+000	1.90000e+000	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
0.00000e+000	2.10000e+000	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
0.00000e+000	2.30000e+000	1.00000e+000	0.00000e+000	0.00000e+000	2.73000e+002	1.00000e+000	2.00000e-005	2.46792e-005	1.06667e-003	2.04441e-005	2.00311e+001	4.48256e+002	0.00000e+000	0.00000e+000	4.48256e+002	8.93037e-004	8.93037e-0042.00311e+001	4.48256e+002	5.28275e+002
